rank_test_score,param_lgbm__learning_rate,param_lgbm__max_depth,param_lgbm__n_estimators,param_lgbm__subsample,param_lgbm__colsample_bytree,param_lgbm__reg_alpha,param_lgbm__reg_lambda,train_rmse,test_rmse
299,0.1,-1,200,0.7,1.0,0.1,0.3,0.13060692678804095,0.4572752304905706
299,0.1,-1,200,1.0,1.0,0.1,0.3,0.13060692678804095,0.4572752304905706
301,0.2,-1,200,1.0,1.0,0.3,0.0,0.093697254605004,0.45727941719490756
301,0.2,-1,200,0.7,1.0,0.3,0.0,0.093697254605004,0.45727941719490756
303,0.1,-1,200,0.7,0.7,0.3,0.0,0.13479025152604907,0.45728456344880203
303,0.1,-1,200,1.0,0.7,0.3,0.0,0.13479025152604907,0.45728456344880203
305,0.1,7,200,1.0,1.0,0.3,0.1,0.16430252297533612,0.4573051357681854
305,0.1,7,200,0.7,1.0,0.3,0.1,0.16430252297533612,0.4573051357681854
307,0.1,5,300,1.0,0.7,0.3,0.1,0.17826435907175536,0.4573122689594933
307,0.1,5,300,0.7,0.7,0.3,0.1,0.17826435907175536,0.4573122689594933
309,0.25,7,300,1.0,0.7,0.1,0.1,0.08564865048390649,0.45739661074978816
309,0.25,7,300,0.7,0.7,0.1,0.1,0.08564865048390649,0.45739661074978816
311,0.1,7,300,0.7,1.0,0.0,0.3,0.13471986672695443,0.457420560217495
311,0.1,7,300,1.0,1.0,0.0,0.3,0.13471986672695443,0.457420560217495
313,0.1,5,300,0.7,0.7,0.1,0.0,0.18254736948203026,0.45753780137024397
313,0.1,5,300,1.0,0.7,0.1,0.0,0.18254736948203026,0.45753780137024397
315,0.25,7,200,1.0,0.7,0.1,0.1,0.09813288414846089,0.45756134149426003
315,0.25,7,200,0.7,0.7,0.1,0.1,0.09813288414846089,0.45756134149426003
317,0.2,7,300,0.7,1.0,0.0,0.3,0.09311248604423437,0.4576154296752282
317,0.2,7,300,1.0,1.0,0.0,0.3,0.09311248604423437,0.4576154296752282
319,0.2,-1,300,0.7,0.7,0.3,0.0,0.08689918442086919,0.4576543773422299
319,0.2,-1,300,1.0,0.7,0.3,0.0,0.08689918442086919,0.4576543773422299
321,0.1,9,200,1.0,1.0,0.3,0.0,0.1445069052222461,0.4576598620243732
321,0.1,9,200,0.7,1.0,0.3,0.0,0.1445069052222461,0.4576598620243732
323,0.25,5,300,1.0,0.7,0.0,0.0,0.10794373048382837,0.45773637691564256
323,0.25,5,300,0.7,0.7,0.0,0.0,0.10794373048382837,0.45773637691564256
325,0.1,7,200,0.7,0.7,0.1,0.0,0.17471976342606996,0.45775407180294836
325,0.1,7,200,1.0,0.7,0.1,0.0,0.17471976342606996,0.45775407180294836
327,0.2,7,200,0.7,1.0,0.1,0.3,0.10827379447739628,0.45777120364803325
327,0.2,7,200,1.0,1.0,0.1,0.3,0.10827379447739628,0.45777120364803325
329,0.2,7,300,0.7,0.7,0.3,0.3,0.09071434674945583,0.45777785224999773
329,0.2,7,300,1.0,0.7,0.3,0.3,0.09071434674945583,0.45777785224999773
331,0.2,-1,200,0.7,0.7,0.3,0.0,0.09508983864129195,0.45778414037900933
331,0.2,-1,200,1.0,0.7,0.3,0.0,0.09508983864129195,0.45778414037900933
333,0.2,7,300,1.0,1.0,0.1,0.3,0.08965699411361354,0.4578969309625631
333,0.2,7,300,0.7,1.0,0.1,0.3,0.08965699411361354,0.4578969309625631
335,0.2,7,200,1.0,1.0,0.0,0.3,0.1125592170083263,0.45798674935730654
335,0.2,7,200,0.7,1.0,0.0,0.3,0.1125592170083263,0.45798674935730654
337,0.05,9,300,1.0,0.7,0.1,0.3,0.18139989079890967,0.4580119866491862
337,0.05,9,300,0.7,0.7,0.1,0.3,0.18139989079890967,0.4580119866491862
339,0.1,-1,200,0.7,1.0,0.3,0.3,0.1319799428103264,0.4581407374661155
339,0.1,-1,200,1.0,1.0,0.3,0.3,0.1319799428103264,0.4581407374661155
341,0.1,9,200,1.0,0.7,0.1,0.0,0.1522483702281227,0.45814303892186087
341,0.1,9,200,0.7,0.7,0.1,0.0,0.1522483702281227,0.45814303892186087
343,0.1,5,300,0.7,1.0,0.3,0.3,0.17476781927614285,0.4581561030102403
343,0.1,5,300,1.0,1.0,0.3,0.3,0.17476781927614285,0.4581561030102403
345,0.2,-1,300,1.0,1.0,0.0,0.3,0.08388415592746667,0.45820742975909845
345,0.2,-1,300,0.7,1.0,0.0,0.3,0.08388415592746667,0.45820742975909845
347,0.1,9,300,1.0,1.0,0.0,0.0,0.11767572035224265,0.45821693706010924
347,0.1,9,300,0.7,1.0,0.0,0.0,0.11767572035224265,0.45821693706010924
349,0.05,7,300,1.0,0.7,0.3,0.0,0.20013627267533127,0.45827886340672536
349,0.05,7,300,0.7,0.7,0.3,0.0,0.20013627267533127,0.45827886340672536
351,0.2,7,200,1.0,0.7,0.3,0.3,0.10761832553080457,0.4583545186930101
351,0.2,7,200,0.7,0.7,0.3,0.3,0.10761832553080457,0.4583545186930101
353,0.1,9,200,1.0,0.7,0.0,0.1,0.15391667708942613,0.45841604903379257
353,0.1,9,200,0.7,0.7,0.0,0.1,0.15391667708942613,0.45841604903379257
355,0.05,9,300,0.7,0.7,0.0,0.1,0.18400794964921408,0.4584191180231031
355,0.05,9,300,1.0,0.7,0.0,0.1,0.18400794964921408,0.4584191180231031
357,0.2,-1,200,1.0,1.0,0.0,0.3,0.09144988890013875,0.4585130155611297
357,0.2,-1,200,0.7,1.0,0.0,0.3,0.09144988890013875,0.4585130155611297
359,0.2,9,200,1.0,0.7,0.1,0.0,0.09909157012636888,0.45860855587121396
359,0.2,9,200,0.7,0.7,0.1,0.0,0.09909157012636888,0.45860855587121396
361,0.05,9,300,0.7,1.0,0.1,0.1,0.17595043005211058,0.4586130946495642
361,0.05,9,300,1.0,1.0,0.1,0.1,0.17595043005211058,0.4586130946495642
363,0.2,-1,200,1.0,1.0,0.1,0.1,0.09159115506388493,0.45865098156557577
363,0.2,-1,200,0.7,1.0,0.1,0.1,0.09159115506388493,0.45865098156557577
365,0.2,9,300,1.0,0.7,0.1,0.0,0.0863944184076305,0.45865651762859194
365,0.2,9,300,0.7,0.7,0.1,0.0,0.0863944184076305,0.45865651762859194
367,0.05,-1,200,1.0,0.7,0.3,0.1,0.20706186161272683,0.4586971848982363
367,0.05,-1,200,0.7,0.7,0.3,0.1,0.20706186161272683,0.4586971848982363
369,0.2,-1,300,0.7,1.0,0.1,0.1,0.08414766995189744,0.45870182913547175
369,0.2,-1,300,1.0,1.0,0.1,0.1,0.08414766995189744,0.45870182913547175
371,0.2,7,300,0.7,1.0,0.0,0.0,0.09347173640883709,0.45871334718148465
371,0.2,7,300,1.0,1.0,0.0,0.0,0.09347173640883709,0.45871334718148465
373,0.2,7,200,0.7,1.0,0.0,0.0,0.11326167376670652,0.4587144260665046
373,0.2,7,200,1.0,1.0,0.0,0.0,0.11326167376670652,0.4587144260665046
375,0.1,7,200,0.7,0.7,0.1,0.3,0.1739600221925986,0.4587323109829452
375,0.1,7,200,1.0,0.7,0.1,0.3,0.1739600221925986,0.4587323109829452
377,0.25,5,300,1.0,0.7,0.1,0.3,0.10560517389982062,0.4587710768966435
377,0.25,5,300,0.7,0.7,0.1,0.3,0.10560517389982062,0.4587710768966435
379,0.05,-1,300,1.0,1.0,0.1,0.1,0.15690146110362846,0.45878677440686416
379,0.05,-1,300,0.7,1.0,0.1,0.1,0.15690146110362846,0.45878677440686416
381,0.25,5,200,0.7,0.7,0.0,0.0,0.13678255792302993,0.45879594197383644
381,0.25,5,200,1.0,0.7,0.0,0.0,0.13678255792302993,0.45879594197383644
383,0.2,9,200,0.7,0.7,0.3,0.0,0.09873161277682178,0.45880598504240294
383,0.2,9,200,1.0,0.7,0.3,0.0,0.09873161277682178,0.45880598504240294
385,0.2,9,300,0.7,1.0,0.0,0.1,0.08676577595098589,0.4588238243190099
385,0.2,9,300,1.0,1.0,0.0,0.1,0.08676577595098589,0.4588238243190099
387,0.05,9,300,0.7,1.0,0.3,0.0,0.17397096384469327,0.45884258123568533
387,0.05,9,300,1.0,1.0,0.3,0.0,0.17397096384469327,0.45884258123568533
389,0.1,7,300,0.7,1.0,0.0,0.1,0.13591106748908227,0.45890156306479823
389,0.1,7,300,1.0,1.0,0.0,0.1,0.13591106748908227,0.45890156306479823
391,0.1,7,200,1.0,1.0,0.0,0.0,0.1738745778468659,0.45892268474317616
391,0.1,7,200,0.7,1.0,0.0,0.0,0.1738745778468659,0.45892268474317616
393,0.1,5,300,1.0,1.0,0.3,0.0,0.17596454469971834,0.4589414915243967
393,0.1,5,300,0.7,1.0,0.3,0.0,0.17596454469971834,0.4589414915243967
395,0.1,7,300,0.7,0.7,0.0,0.1,0.13858459057755176,0.4589450688008563
395,0.1,7,300,1.0,0.7,0.0,0.1,0.13858459057755176,0.4589450688008563
397,0.2,5,300,0.7,0.7,0.1,0.1,0.1198033421482114,0.4589530328465173
397,0.2,5,300,1.0,0.7,0.1,0.1,0.1198033421482114,0.4589530328465173
399,0.3,9,200,1.0,1.0,0.3,0.0,0.08700284436095147,0.45897255668549886
399,0.3,9,200,0.7,1.0,0.3,0.0,0.08700284436095147,0.45897255668549886
401,0.05,7,300,1.0,0.7,0.0,0.1,0.204550661989315,0.458973140090146
401,0.05,7,300,0.7,0.7,0.0,0.1,0.204550661989315,0.458973140090146
403,0.2,-1,200,0.7,0.7,0.0,0.0,0.09259998599479315,0.4590075691615768
403,0.2,-1,200,1.0,0.7,0.0,0.0,0.09259998599479315,0.4590075691615768
405,0.1,9,200,0.7,1.0,0.1,0.3,0.14902246685935336,0.4590111330543679
405,0.1,9,200,1.0,1.0,0.1,0.3,0.14902246685935336,0.4590111330543679
407,0.05,7,300,0.7,0.7,0.3,0.3,0.19994189083292488,0.4590151241909532
407,0.05,7,300,1.0,0.7,0.3,0.3,0.19994189083292488,0.4590151241909532
409,0.3,-1,200,0.7,1.0,0.1,0.3,0.0843705358881759,0.45903125924562016
409,0.3,-1,200,1.0,1.0,0.1,0.3,0.0843705358881759,0.45903125924562016
411,0.1,-1,200,0.7,1.0,0.0,0.1,0.1295489860172991,0.4590460093568795
411,0.1,-1,200,1.0,1.0,0.0,0.1,0.1295489860172991,0.4590460093568795
413,0.05,7,300,0.7,0.7,0.1,0.3,0.20152094411649443,0.45904658910065443
413,0.05,7,300,1.0,0.7,0.1,0.3,0.20152094411649443,0.45904658910065443
415,0.05,7,300,1.0,1.0,0.3,0.3,0.19531089211725328,0.4590716647096663
415,0.05,7,300,0.7,1.0,0.3,0.3,0.19531089211725328,0.4590716647096663
417,0.3,9,300,0.7,1.0,0.3,0.0,0.08477645963299338,0.4590737597977522
417,0.3,9,300,1.0,1.0,0.3,0.0,0.08477645963299338,0.4590737597977522
419,0.05,7,300,1.0,0.7,0.0,0.3,0.20595994497973788,0.4590840805981035
419,0.05,7,300,0.7,0.7,0.0,0.3,0.20595994497973788,0.4590840805981035
421,0.3,-1,300,1.0,1.0,0.1,0.3,0.08215854593005215,0.4591441002780997
421,0.3,-1,300,0.7,1.0,0.1,0.3,0.08215854593005215,0.4591441002780997
423,0.2,9,300,1.0,0.7,0.3,0.0,0.08784493852317903,0.4591843710691887
423,0.2,9,300,0.7,0.7,0.3,0.0,0.08784493852317903,0.4591843710691887
425,0.05,7,300,1.0,0.7,0.1,0.1,0.20355431070183508,0.45925012342074967
425,0.05,7,300,0.7,0.7,0.1,0.1,0.20355431070183508,0.45925012342074967
427,0.05,9,300,0.7,1.0,0.0,0.1,0.18065515788844103,0.45930286989722063
427,0.05,9,300,1.0,1.0,0.0,0.1,0.18065515788844103,0.45930286989722063
429,0.05,9,300,0.7,1.0,0.0,0.3,0.18102545656183228,0.4593070526114026
429,0.05,9,300,1.0,1.0,0.0,0.3,0.18102545656183228,0.4593070526114026
431,0.2,9,200,1.0,1.0,0.0,0.1,0.09969567664309113,0.4593088625998748
431,0.2,9,200,0.7,1.0,0.0,0.1,0.09969567664309113,0.4593088625998748
433,0.2,9,300,0.7,0.7,0.3,0.1,0.0878452925134283,0.4593143766080112
433,0.2,9,300,1.0,0.7,0.3,0.1,0.0878452925134283,0.4593143766080112
435,0.05,-1,200,0.7,0.7,0.3,0.0,0.2056177147376341,0.45931601151109247
435,0.05,-1,200,1.0,0.7,0.3,0.0,0.2056177147376341,0.45931601151109247
437,0.2,-1,300,1.0,0.7,0.0,0.0,0.08426861293974433,0.4593604038109428
437,0.2,-1,300,0.7,0.7,0.0,0.0,0.08426861293974433,0.4593604038109428
439,0.2,9,200,1.0,0.7,0.3,0.1,0.0987189699441182,0.4593726944435513
439,0.2,9,200,0.7,0.7,0.3,0.1,0.0987189699441182,0.4593726944435513
441,0.05,-1,200,1.0,0.7,0.1,0.0,0.20478698770637163,0.459404052628572
441,0.05,-1,200,0.7,0.7,0.1,0.0,0.20478698770637163,0.459404052628572
443,0.3,9,300,0.7,1.0,0.3,0.1,0.08478496313261007,0.45941014347366677
443,0.3,9,300,1.0,1.0,0.3,0.1,0.08478496313261007,0.45941014347366677
445,0.2,5,300,0.7,0.7,0.0,0.0,0.12351493096397774,0.4594196208611327
445,0.2,5,300,1.0,0.7,0.0,0.0,0.12351493096397774,0.4594196208611327
447,0.2,-1,200,1.0,0.7,0.3,0.1,0.09556554233985712,0.4594551573097294
447,0.2,-1,200,0.7,0.7,0.3,0.1,0.09556554233985712,0.4594551573097294
449,0.1,5,300,0.7,0.7,0.3,0.3,0.1803016106046618,0.4594813740913251
449,0.1,5,300,1.0,0.7,0.3,0.3,0.1803016106046618,0.4594813740913251
451,0.2,5,300,1.0,1.0,0.1,0.0,0.11602265592989269,0.4595000217826201
451,0.2,5,300,0.7,1.0,0.1,0.0,0.11602265592989269,0.4595000217826201
453,0.3,9,200,0.7,1.0,0.3,0.1,0.08711013195557245,0.4595363320510085
453,0.3,9,200,1.0,1.0,0.3,0.1,0.08711013195557245,0.4595363320510085
455,0.2,-1,300,1.0,0.7,0.3,0.1,0.08705206056903635,0.45954945891067334
455,0.2,-1,300,0.7,0.7,0.3,0.1,0.08705206056903635,0.45954945891067334
457,0.25,7,300,0.7,0.7,0.1,0.3,0.08578179118554737,0.4595737841360761
457,0.25,7,300,1.0,0.7,0.1,0.3,0.08578179118554737,0.4595737841360761
459,0.2,7,300,1.0,0.7,0.1,0.0,0.09107100181758072,0.45957491359494657
459,0.2,7,300,0.7,0.7,0.1,0.0,0.09107100181758072,0.45957491359494657
461,0.2,7,300,1.0,1.0,0.1,0.0,0.08989319905446595,0.45961434197972867
461,0.2,7,300,0.7,1.0,0.1,0.0,0.08989319905446595,0.45961434197972867
463,0.3,7,200,1.0,1.0,0.0,0.3,0.09309938113730343,0.4596350841961371
463,0.3,7,200,0.7,1.0,0.0,0.3,0.09309938113730343,0.4596350841961371
465,0.05,-1,200,1.0,1.0,0.0,0.1,0.20093936862470513,0.4596467669870817
465,0.05,-1,200,0.7,1.0,0.0,0.1,0.20093936862470513,0.4596467669870817
467,0.2,7,300,1.0,0.7,0.0,0.1,0.09417611154333967,0.4597090291833962
467,0.2,7,300,0.7,0.7,0.0,0.1,0.09417611154333967,0.4597090291833962
469,0.25,5,300,1.0,0.7,0.3,0.3,0.10203326758096026,0.45971691358872047
469,0.25,5,300,0.7,0.7,0.3,0.3,0.10203326758096026,0.45971691358872047
471,0.2,7,200,1.0,1.0,0.1,0.0,0.10857614802128822,0.45973715326480774
471,0.2,7,200,0.7,1.0,0.1,0.0,0.10857614802128822,0.45973715326480774
473,0.25,7,200,0.7,0.7,0.1,0.3,0.09800589721266234,0.45973872998046644
473,0.25,7,200,1.0,0.7,0.1,0.3,0.09800589721266234,0.45973872998046644
475,0.05,-1,200,1.0,0.7,0.0,0.3,0.2055159270508183,0.4597562619851118
475,0.05,-1,200,0.7,0.7,0.0,0.3,0.2055159270508183,0.4597562619851118
477,0.2,-1,200,1.0,0.7,0.1,0.3,0.09320367678101392,0.45977473038060546
477,0.2,-1,200,0.7,0.7,0.1,0.3,0.09320367678101392,0.45977473038060546
479,0.1,7,300,0.7,1.0,0.1,0.1,0.13196171693859343,0.45977889780581094
479,0.1,7,300,1.0,1.0,0.1,0.1,0.13196171693859343,0.45977889780581094
481,0.1,5,300,1.0,1.0,0.0,0.1,0.1818175144203805,0.45979862418987055
481,0.1,5,300,0.7,1.0,0.0,0.1,0.1818175144203805,0.45979862418987055
483,0.3,9,300,0.7,1.0,0.0,0.3,0.08236086504901964,0.45981593695698886
483,0.3,9,300,1.0,1.0,0.0,0.3,0.08236086504901964,0.45981593695698886
485,0.2,-1,300,0.7,0.7,0.1,0.3,0.08479319876479431,0.45984542364737474
485,0.2,-1,300,1.0,0.7,0.1,0.3,0.08479319876479431,0.45984542364737474
487,0.05,7,300,0.7,1.0,0.1,0.0,0.19858892931314392,0.4598640005806035
487,0.05,7,300,1.0,1.0,0.1,0.0,0.19858892931314392,0.4598640005806035
489,0.1,5,300,0.7,1.0,0.1,0.3,0.18041399743683723,0.4599464631944599
489,0.1,5,300,1.0,1.0,0.1,0.3,0.18041399743683723,0.4599464631944599
491,0.25,-1,200,1.0,1.0,0.0,0.1,0.08620858286080837,0.45998648361968725
491,0.25,-1,200,0.7,1.0,0.0,0.1,0.08620858286080837,0.45998648361968725
493,0.3,9,200,1.0,1.0,0.0,0.3,0.08644093071562042,0.45999620835460503
493,0.3,9,200,0.7,1.0,0.0,0.3,0.08644093071562042,0.45999620835460503
495,0.3,7,300,0.7,1.0,0.0,0.3,0.08434182440826485,0.4600463648638326
495,0.3,7,300,1.0,1.0,0.0,0.3,0.08434182440826485,0.4600463648638326
497,0.1,5,300,0.7,1.0,0.1,0.1,0.1797735855711628,0.4600808571937308
497,0.1,5,300,1.0,1.0,0.1,0.1,0.1797735855711628,0.4600808571937308
499,0.1,7,200,0.7,1.0,0.1,0.0,0.1694497595811904,0.4600865859686518
499,0.1,7,200,1.0,1.0,0.1,0.0,0.1694497595811904,0.4600865859686518
501,0.2,5,200,0.7,0.7,0.3,0.3,0.15262683465118135,0.4601508520361344
501,0.2,5,200,1.0,0.7,0.3,0.3,0.15262683465118135,0.4601508520361344
503,0.25,7,300,0.7,1.0,0.3,0.3,0.08597445585157329,0.46017344253629056
503,0.25,7,300,1.0,1.0,0.3,0.3,0.08597445585157329,0.46017344253629056
505,0.3,7,300,1.0,1.0,0.3,0.3,0.08473354574137004,0.46019352686663806
505,0.3,7,300,0.7,1.0,0.3,0.3,0.08473354574137004,0.46019352686663806
507,0.25,-1,300,1.0,1.0,0.0,0.1,0.08229557222392364,0.46021618196840036
507,0.25,-1,300,0.7,1.0,0.0,0.1,0.08229557222392364,0.46021618196840036
509,0.2,7,300,1.0,0.7,0.1,0.3,0.09116650686013682,0.46024102147346324
509,0.2,7,300,0.7,0.7,0.1,0.3,0.09116650686013682,0.46024102147346324
511,0.2,5,300,1.0,1.0,0.3,0.0,0.11163926002382317,0.46028066154279484
511,0.2,5,300,0.7,1.0,0.3,0.0,0.11163926002382317,0.46028066154279484
513,0.2,-1,300,0.7,0.7,0.0,0.1,0.08421846302687282,0.46034418090118356
513,0.2,-1,300,1.0,0.7,0.0,0.1,0.08421846302687282,0.46034418090118356
515,0.2,-1,200,1.0,0.7,0.0,0.1,0.09260175910932124,0.4603556595868014
515,0.2,-1,200,0.7,0.7,0.0,0.1,0.09260175910932124,0.4603556595868014
517,0.2,5,300,1.0,1.0,0.3,0.1,0.11244852998192807,0.46037243340401746
517,0.2,5,300,0.7,1.0,0.3,0.1,0.11244852998192807,0.46037243340401746
519,0.2,7,200,0.7,0.7,0.1,0.0,0.11081754079566812,0.4603754120684474
519,0.2,7,200,1.0,0.7,0.1,0.0,0.11081754079566812,0.4603754120684474
521,0.05,-1,200,0.7,1.0,0.1,0.0,0.20040818881810038,0.4604146553992748
521,0.05,-1,200,1.0,1.0,0.1,0.0,0.20040818881810038,0.4604146553992748
523,0.3,7,200,1.0,1.0,0.3,0.3,0.08963830780723085,0.46043811135797547
523,0.3,7,200,0.7,1.0,0.3,0.3,0.08963830780723085,0.46043811135797547
525,0.1,5,300,1.0,1.0,0.1,0.0,0.1794349901265426,0.4604450701380913
525,0.1,5,300,0.7,1.0,0.1,0.0,0.1794349901265426,0.4604450701380913
527,0.2,7,200,0.7,0.7,0.0,0.1,0.11463610342783079,0.460487168250502
527,0.2,7,200,1.0,0.7,0.0,0.1,0.11463610342783079,0.460487168250502
529,0.05,-1,200,1.0,0.7,0.0,0.0,0.20389987823636688,0.4605072587314722
529,0.05,-1,200,0.7,0.7,0.0,0.0,0.20389987823636688,0.4605072587314722
531,0.25,7,300,1.0,0.7,0.1,0.0,0.0856801459475688,0.46051678739671076
531,0.25,7,300,0.7,0.7,0.1,0.0,0.0856801459475688,0.46051678739671076
533,0.1,7,200,1.0,1.0,0.0,0.3,0.17247991222760306,0.4605577286489701
533,0.1,7,200,0.7,1.0,0.0,0.3,0.17247991222760306,0.4605577286489701
535,0.25,5,200,0.7,0.7,0.1,0.3,0.13545036750815845,0.4605743266583893
535,0.25,5,200,1.0,0.7,0.1,0.3,0.13545036750815845,0.4605743266583893
537,0.25,5,300,0.7,0.7,0.0,0.3,0.11099024482654955,0.460600980839857
537,0.25,5,300,1.0,0.7,0.0,0.3,0.11099024482654955,0.460600980839857
539,0.2,7,200,0.7,0.7,0.1,0.3,0.1106908843427304,0.46066114308136125
539,0.2,7,200,1.0,0.7,0.1,0.3,0.1106908843427304,0.46066114308136125
541,0.05,9,300,0.7,1.0,0.1,0.0,0.17686787757917777,0.4606619611122404
541,0.05,9,300,1.0,1.0,0.1,0.0,0.17686787757917777,0.4606619611122404
543,0.25,7,200,1.0,1.0,0.3,0.3,0.09463747752603809,0.4606810391794448
543,0.25,7,200,0.7,1.0,0.3,0.3,0.09463747752603809,0.4606810391794448
545,0.05,-1,200,0.7,0.7,0.1,0.1,0.20409258917566564,0.4607507217602887
545,0.05,-1,200,1.0,0.7,0.1,0.1,0.20409258917566564,0.4607507217602887
547,0.2,9,300,0.7,1.0,0.1,0.1,0.0856234680149339,0.46075348071491784
547,0.2,9,300,1.0,1.0,0.1,0.1,0.0856234680149339,0.46075348071491784
549,0.25,7,200,0.7,0.7,0.1,0.0,0.09852389775548522,0.46082594731032317
549,0.25,7,200,1.0,0.7,0.1,0.0,0.09852389775548522,0.46082594731032317
551,0.25,5,200,1.0,0.7,0.3,0.3,0.13025136987877156,0.4608579516172062
551,0.25,5,200,0.7,0.7,0.3,0.3,0.13025136987877156,0.4608579516172062
553,0.2,7,300,0.7,1.0,0.3,0.1,0.08951754207256145,0.4608818964241745
553,0.2,7,300,1.0,1.0,0.3,0.1,0.08951754207256145,0.4608818964241745
555,0.2,9,200,1.0,1.0,0.1,0.1,0.09729461250370514,0.46091330320398327
555,0.2,9,200,0.7,1.0,0.1,0.1,0.09729461250370514,0.46091330320398327
557,0.2,7,200,0.7,1.0,0.1,0.1,0.10770874684210043,0.4609143832310569
557,0.2,7,200,1.0,1.0,0.1,0.1,0.10770874684210043,0.4609143832310569
559,0.2,5,300,1.0,1.0,0.0,0.1,0.11956648528898574,0.460960632007644
559,0.2,5,300,0.7,1.0,0.0,0.1,0.11956648528898574,0.460960632007644
561,0.1,9,200,1.0,1.0,0.0,0.0,0.1509143706794542,0.4610813911138426
561,0.1,9,200,0.7,1.0,0.0,0.0,0.1509143706794542,0.4610813911138426
563,0.3,9,300,0.7,1.0,0.1,0.1,0.08234120416577853,0.46111190463275586
563,0.3,9,300,1.0,1.0,0.1,0.1,0.08234120416577853,0.46111190463275586
565,0.3,9,200,0.7,1.0,0.1,0.1,0.08557626822369596,0.4611142500264926
565,0.3,9,200,1.0,1.0,0.1,0.1,0.08557626822369596,0.4611142500264926
567,0.25,-1,200,1.0,0.7,0.0,0.3,0.08714267274097602,0.4611770680730691
567,0.25,-1,200,0.7,0.7,0.0,0.3,0.08714267274097602,0.4611770680730691
569,0.3,9,300,1.0,1.0,0.3,0.3,0.08473479406901223,0.46118394692645165
569,0.3,9,300,0.7,1.0,0.3,0.3,0.08473479406901223,0.46118394692645165
571,0.05,7,300,0.7,1.0,0.1,0.3,0.20009221441036815,0.4612054378426166
571,0.05,7,300,1.0,1.0,0.1,0.3,0.20009221441036815,0.4612054378426166
573,0.3,9,200,1.0,1.0,0.3,0.3,0.08709617314976505,0.461214614080677
573,0.3,9,200,0.7,1.0,0.3,0.3,0.08709617314976505,0.461214614080677
575,0.2,7,300,0.7,1.0,0.1,0.1,0.08956048801375363,0.4612495698959099
575,0.2,7,300,1.0,1.0,0.1,0.1,0.08956048801375363,0.4612495698959099
577,0.05,-1,200,1.0,0.7,0.1,0.3,0.20547247604421612,0.4612973493492205
577,0.05,-1,200,0.7,0.7,0.1,0.3,0.20547247604421612,0.4612973493492205
579,0.05,7,300,0.7,0.7,0.0,0.0,0.20454688164368726,0.46130336966175395
579,0.05,7,300,1.0,0.7,0.0,0.0,0.20454688164368726,0.46130336966175395
581,0.2,5,300,1.0,1.0,0.1,0.1,0.11727179351523633,0.4613086038206001
581,0.2,5,300,0.7,1.0,0.1,0.1,0.11727179351523633,0.4613086038206001
583,0.1,5,300,0.7,0.7,0.1,0.3,0.18395489600654047,0.4613119678390842
583,0.1,5,300,1.0,0.7,0.1,0.3,0.18395489600654047,0.4613119678390842
585,0.25,9,200,1.0,1.0,0.3,0.3,0.09018681384991163,0.461371648334323
585,0.25,9,200,0.7,1.0,0.3,0.3,0.09018681384991163,0.461371648334323
587,0.1,5,300,1.0,0.7,0.0,0.3,0.1888102326944092,0.4613720928673878
587,0.1,5,300,0.7,0.7,0.0,0.3,0.1888102326944092,0.4613720928673878
589,0.25,-1,300,0.7,0.7,0.0,0.3,0.08254873638418717,0.46137464487521757
589,0.25,-1,300,1.0,0.7,0.0,0.3,0.08254873638418717,0.46137464487521757
591,0.25,9,300,1.0,1.0,0.3,0.3,0.08500814953214773,0.4613889703612309
591,0.25,9,300,0.7,1.0,0.3,0.3,0.08500814953214773,0.4613889703612309
593,0.05,9,200,1.0,0.7,0.1,0.0,0.2253745292562672,0.4614137195865645
593,0.05,9,200,0.7,0.7,0.1,0.0,0.2253745292562672,0.4614137195865645
595,0.25,5,300,0.7,0.7,0.1,0.1,0.10540879081498739,0.46147170919292285
595,0.25,5,300,1.0,0.7,0.1,0.1,0.10540879081498739,0.46147170919292285
597,0.25,5,200,0.7,0.7,0.0,0.3,0.1424511006305068,0.4615437121517905
597,0.25,5,200,1.0,0.7,0.0,0.3,0.1424511006305068,0.4615437121517905
599,0.1,5,300,1.0,0.7,0.0,0.0,0.18567423162392419,0.46161213224094766
599,0.1,5,300,0.7,0.7,0.0,0.0,0.18567423162392419,0.46161213224094766
601,0.2,5,300,0.7,0.7,0.1,0.3,0.11933519643859712,0.46170344697089555
601,0.2,5,300,1.0,0.7,0.1,0.3,0.11933519643859712,0.46170344697089555
603,0.05,-1,200,1.0,1.0,0.0,0.3,0.20183092310908773,0.4617228328625715
603,0.05,-1,200,0.7,1.0,0.0,0.3,0.20183092310908773,0.4617228328625715
605,0.05,7,300,0.7,0.7,0.3,0.1,0.19929979508264814,0.4617412148607568
605,0.05,7,300,1.0,0.7,0.3,0.1,0.19929979508264814,0.4617412148607568
607,0.2,9,300,1.0,1.0,0.0,0.3,0.08696050154240967,0.4617534912538181
607,0.2,9,300,0.7,1.0,0.0,0.3,0.08696050154240967,0.4617534912538181
609,0.2,5,200,0.7,1.0,0.1,0.0,0.15020162900503548,0.46175841806571655
609,0.2,5,200,1.0,1.0,0.1,0.0,0.15020162900503548,0.46175841806571655
611,0.2,9,300,1.0,0.7,0.0,0.0,0.0876905246475686,0.46177228748693344
611,0.2,9,300,0.7,0.7,0.0,0.0,0.0876905246475686,0.46177228748693344
